station,Datatime,lon,lat,airpressure,DryBulbSensor,HOBO_rh,HOBO_solar,HOBO_ws,Wet bulb_calculation,Globe bulb_calculation,WBGT_calculation,iso7243_Tg150
SINICA,2019/10/23 13:05,121.6141667,25.0405,1013.25,26.128,68.48,347.8,1,22.92,31.96,25,34.2
SINICA,2019/10/23 13:10,121.6141667,25.0405,1013.25,26.19,68.66,357.8,1,23.05,32.22,25.2,34.54
SINICA,2019/10/23 13:15,121.6141667,25.0405,1013.25,26.744,67.6,495.2,0.8,24.05,36.08,26.7,39.53
SINICA,2019/10/23 13:20,121.6141667,25.0405,1013.25,25.866,68.42,390,1.8,22.44,31.24,24.5,33.5
SINICA,2019/10/23 13:25,121.6141667,25.0405,1013.25,26.056,68.2,256.6,0.5,22.96,31.12,24.9,32.81
SINICA,2019/10/23 13:30,121.6141667,25.0405,1013.25,25.79,68.18,225.6,0.7,22.35,29.67,24.2,31.06
SINICA,2019/10/23 13:35,121.6141667,25.0405,1013.25,25.642,69.02,224.8,0.6,22.44,29.7,24.2,31.11
SINICA,2019/10/23 13:40,121.6141667,25.0405,1013.25,25.87,69.18,223.2,0.3,23.15,30.81,25,32.26
SINICA,2019/10/23 13:45,121.6141667,25.0405,1013.25,25.882,68.38,234.2,0.7,22.52,29.96,24.3,31.43
SINICA,2019/10/23 13:50,121.6141667,25.0405,1013.25,25.278,69.3,223.4,1.7,21.66,28.08,23.3,29.25
SINICA,2019/10/23 13:55,121.6141667,25.0405,1013.25,25.23,69.8,226.4,1.4,21.77,28.29,23.4,29.53
SINICA,2019/10/23 14:00,121.6141667,25.0405,1013.25,25.098,70.06,208,1.8,21.55,27.61,23.1,28.67
SINICA,2019/10/23 14:05,121.6141667,25.0405,1013.25,25.354,70.34,281.4,0.7,22.53,30.47,24.4,32.31
SINICA,2019/10/23 14:10,121.6141667,25.0405,1013.25,26.364,68.12,551.2,1,23.79,36.11,26.5,39.86
SINICA,2019/10/23 14:15,121.6141667,25.0405,1013.25,27.478,66.42,562.2,0.1,28.93,45.71,32.1,49.45
SINICA,2019/10/23 14:20,121.6141667,25.0405,1013.25,26.72,65.4,378,1.6,22.8,32.12,25.1,34.36
SINICA,2019/10/23 14:25,121.6141667,25.0405,1013.25,25.838,67.46,213.2,0.7,22.26,29.43,24.1,30.72
SINICA,2019/10/23 14:30,121.6141667,25.0405,1013.25,25.472,68.34,176.2,1.1,21.72,27.86,23.3,28.79
SINICA,2019/10/23 14:35,121.6141667,25.0405,1013.25,25.348,68.78,142.4,0.8,21.65,27.29,23.1,28.01
SINICA,2019/10/23 14:40,121.6141667,25.0405,1013.25,25.296,68.82,146.2,0.6,21.74,27.52,23.3,28.29
SINICA,2019/10/23 14:45,121.6141667,25.0405,1013.25,25.166,69.04,142.6,1,21.46,26.97,22.9,27.66
SINICA,2019/10/23 14:50,121.6141667,25.0405,1013.25,25.126,69.3,133.4,0.6,21.59,27.05,23,27.72
SINICA,2019/10/23 14:55,121.6141667,25.0405,1013.25,25.104,69.48,106,0.8,21.38,26.28,22.7,26.71
SINICA,2019/10/23 15:00,121.6141667,25.0405,1013.25,25.104,69.46,88.2,0.6,21.39,25.98,22.7,26.28
SINICA,2019/10/23 15:05,121.6141667,25.0405,1013.25,24.928,69.4,92.6,0.4,21.36,26.01,22.6,26.35
SINICA,2019/10/23 15:10,121.6141667,25.0405,1013.25,25.088,69.28,116,0.3,21.76,26.94,23.1,27.48
SINICA,2019/10/23 15:15,121.6141667,25.0405,1013.25,25.362,68.86,151.2,0.1,23.06,29.08,24.5,29.84
SINICA,2019/10/23 15:20,121.6141667,25.0405,1013.25,25.174,68.58,131.2,0.3,21.86,27.45,23.3,28.12
SINICA,2019/10/23 15:25,121.6141667,25.0405,1013.25,25.182,68.64,98.6,0,22.21,26.94,23.5,26.94
SINICA,2019/10/23 15:30,121.6141667,25.0405,1013.25,24.952,68.4,40.8,0.3,20.96,24.57,22.1,24.46
SINICA,2019/10/23 15:35,121.6141667,25.0405,1013.25,25.054,68.36,119.4,0.2,21.85,27.19,23.2,27.75
SINICA,2019/10/23 15:40,121.6141667,25.0405,1013.25,24.972,68.54,126,0.2,21.87,27.32,23.3,27.93
SINICA,2019/10/23 15:45,121.6141667,25.0405,1013.25,24.988,68.78,115.8,0.1,22.28,27.36,23.6,27.85
SINICA,2019/10/23 15:50,121.6141667,25.0405,1013.25,24.8,68.78,115,0.8,21.06,26.13,22.4,26.62
SINICA,2019/10/23 15:55,121.6141667,25.0405,1013.25,24.598,68.8,54.6,0.4,20.73,24.65,21.9,24.67
SINICA,2019/10/23 16:00,121.6141667,25.0405,1013.25,24.432,69.46,76.2,0.4,20.81,25.05,22,25.25
SINICA,2019/10/23 16:05,121.6141667,25.0405,1013.25,24.676,69.34,88.4,0.2,21.36,25.83,22.6,26.13
SINICA,2019/10/23 16:10,121.6141667,25.0405,1013.25,24.538,69.26,59.8,0.6,20.69,24.71,21.9,24.77
SINICA,2019/10/23 16:15,121.6141667,25.0405,1013.25,24.35,69.62,54,0.5,20.57,24.36,21.7,24.36
SINICA,2019/10/23 16:20,121.6141667,25.0405,1013.25,24.426,69.72,52.8,0.3,20.76,24.38,21.9,24.37
SINICA,2019/10/23 16:25,121.6141667,25.0405,1013.25,24.238,69.86,41.6,0.7,20.39,23.93,21.5,23.82
SINICA,2019/10/23 16:30,121.6141667,25.0405,1013.25,24.194,70.3,58,0.7,20.49,24.32,21.6,24.37
SINICA,2019/10/23 16:35,121.6141667,25.0405,1013.25,24.222,70.44,53,0.8,20.49,24.18,21.6,24.16
SINICA,2019/10/23 16:40,121.6141667,25.0405,1013.25,24.188,70.6,42.6,0.4,20.53,23.88,21.6,23.78
SINICA,2019/10/23 16:45,121.6141667,25.0405,1013.25,24.152,70.56,23.4,0.6,20.34,23.42,21.3,23.17
SINICA,2019/10/23 16:50,121.6141667,25.0405,1013.25,24.038,70.72,16.8,0.7,20.21,23.19,21.2,22.89
SINICA,2019/10/23 16:55,121.6141667,25.0405,1013.25,24.002,70.82,9.8,0.4,20.17,22.81,21.1,22.43
SINICA,2019/10/23 17:00,121.6141667,25.0405,1013.25,24.012,70.8,6.8,0.1,20.18,22.21,21,21.84
SINICA,2019/10/23 17:05,121.6141667,25.0405,1013.25,24.012,70.86,4.2,0.2,20.15,22.39,21,21.97
SINICA,2019/10/23 17:10,121.6141667,25.0405,1013.25,24.002,70.76,2.8,0.7,20.12,22.84,21.1,22.42
SINICA,2019/10/23 17:15,121.6141667,25.0405,1013.25,24.018,70.86,2,0.1,20.13,22.04,20.9,21.63
SINICA,2019/10/23 17:20,121.6141667,25.0405,1013.25,23.964,70.92,1,0,20.07,21.94,20.8,21.94
SINICA,2019/10/23 17:25,121.6141667,25.0405,1013.25,23.938,71.12,1,0,20.07,21.92,20.8,21.92
SINICA,2019/10/23 17:30,121.6141667,25.0405,1013.25,23.872,71.38,1,0,20.04,21.86,20.8,21.86
SINICA,2019/10/23 17:35,121.6141667,25.0405,1013.25,23.832,71.4,1,0.5,20.04,22.49,20.9,22.04
SINICA,2019/10/23 17:40,121.6141667,25.0405,1013.25,23.806,71.78,1,0.4,20.06,22.38,20.9,21.93
SINICA,2019/10/23 17:45,121.6141667,25.0405,1013.25,23.77,72.18,1,0.2,20.06,22.06,20.8,21.61
SINICA,2019/10/23 17:50,121.6141667,25.0405,1013.25,23.776,72.4,1,0,20.08,21.78,20.8,21.78
SINICA,2019/10/23 17:55,121.6141667,25.0405,1013.25,23.774,72.64,1,0,20.11,21.78,20.8,21.78
SINICA,2019/10/23 18:00,121.6141667,25.0405,1013.25,23.754,72.66,1,0,20.09,21.76,20.8,21.76
SINICA,2019/10/23 18:05,121.6141667,25.0405,1013.25,23.634,73.36,1,0,20.07,21.65,20.7,21.65
SINICA,2019/10/23 18:10,121.6141667,25.0405,1013.25,23.542,73.9,1,0.1,20.04,21.56,20.7,21.15
SINICA,2019/10/23 18:15,121.6141667,25.0405,1013.25,23.572,73.94,1,0.4,20.13,22.18,20.9,21.74
SINICA,2019/10/23 18:20,121.6141667,25.0405,1013.25,23.574,73.94,1,0.1,20.08,21.6,20.7,21.19
SINICA,2019/10/23 18:25,121.6141667,25.0405,1013.25,23.574,74.08,1,0,20.1,21.6,20.7,21.6
SINICA,2019/10/23 18:30,121.6141667,25.0405,1013.25,23.402,74.66,1,0.1,20,21.43,20.6,21.03
SINICA,2019/10/23 18:35,121.6141667,25.0405,1013.25,23.308,75,1,0,19.96,21.33,20.6,21.33
SINICA,2019/10/23 18:40,121.6141667,25.0405,1013.25,23.296,75.16,1,0,19.96,21.32,20.6,21.32
SINICA,2019/10/23 18:45,121.6141667,25.0405,1013.25,23.306,75.06,1,0,19.96,21.33,20.6,21.33
SINICA,2019/10/23 18:50,121.6141667,25.0405,1013.25,23.312,75,1,0,19.96,21.34,20.6,21.34
SINICA,2019/10/23 18:55,121.6141667,25.0405,1013.25,23.276,75.22,1,0,19.95,21.3,20.6,21.3
SINICA,2019/10/23 19:00,121.6141667,25.0405,1013.25,23.268,75.44,1,0.1,19.97,21.3,20.6,20.9
SINICA,2019/10/23 19:05,121.6141667,25.0405,1013.25,23.236,75.76,1,0,19.98,21.28,20.6,21.28
SINICA,2019/10/23 19:10,121.6141667,25.0405,1013.25,23.238,75.94,1,0,20,21.28,20.6,21.28
SINICA,2019/10/23 19:15,121.6141667,25.0405,1013.25,23.314,76.1,1,0,20.1,21.37,20.7,21.37
SINICA,2019/10/23 19:20,121.6141667,25.0405,1013.25,23.276,76.3,1,0,20.1,21.34,20.7,21.34
SINICA,2019/10/23 19:25,121.6141667,25.0405,1013.25,23.136,76.9,1,0,20.04,21.2,20.6,21.2
SINICA,2019/10/23 19:30,121.6141667,25.0405,1013.25,22.792,78.62,1,0.1,19.91,20.86,20.4,20.46
SINICA,2019/10/23 19:35,121.6141667,25.0405,1013.25,22.688,79.6,1,0,19.92,20.78,20.4,20.78
SINICA,2019/10/23 19:40,121.6141667,25.0405,1013.25,22.732,80.1,1,0,20.03,20.84,20.5,20.84
SINICA,2019/10/23 19:45,121.6141667,25.0405,1013.25,22.758,80.08,1,0,20.05,20.87,20.5,20.87
SINICA,2019/10/23 19:50,121.6141667,25.0405,1013.25,22.752,80.02,1,0,20.04,20.86,20.5,20.86
SINICA,2019/10/23 19:55,121.6141667,25.0405,1013.25,22.702,80.32,1,0,20.02,20.81,20.4,20.81
SINICA,2019/10/23 20:00,121.6141667,25.0405,1013.25,22.738,80.6,1,0,20.09,20.86,20.5,20.86
SINICA,2019/10/23 20:05,121.6141667,25.0405,1013.25,22.75,80.62,1,0,20.11,20.88,20.5,20.88
SINICA,2019/10/23 20:10,121.6141667,25.0405,1013.25,22.728,80.44,1,0,20.06,20.85,20.5,20.85
SINICA,2019/10/23 20:15,121.6141667,25.0405,1013.25,22.714,80.16,1,0,20.02,20.82,20.4,20.82
SINICA,2019/10/23 20:20,121.6141667,25.0405,1013.25,22.672,80.2,1,0,19.98,20.78,20.4,20.78
SINICA,2019/10/23 20:25,121.6141667,25.0405,1013.25,22.684,80.22,1,0,19.99,20.79,20.4,20.79
SINICA,2019/10/23 20:30,121.6141667,25.0405,1013.25,22.652,80.26,1,0,19.97,20.75,20.4,20.75
SINICA,2019/10/23 20:35,121.6141667,25.0405,1013.25,22.638,80.42,1,0,19.97,20.74,20.4,20.74
SINICA,2019/10/23 20:40,121.6141667,25.0405,1013.25,22.542,80.68,1,0,19.91,20.64,20.3,20.64
SINICA,2019/10/23 20:45,121.6141667,25.0405,1013.25,22.516,80.94,1,0.1,19.91,20.62,20.3,20.23
SINICA,2019/10/23 20:50,121.6141667,25.0405,1013.25,22.568,80.66,1,0,19.93,20.67,20.3,20.67
SINICA,2019/10/23 20:55,121.6141667,25.0405,1013.25,22.588,80.38,1,0,19.92,20.69,20.3,20.69
SINICA,2019/10/23 21:00,121.6141667,25.0405,1013.25,22.564,80.22,1,0.1,19.87,20.65,20.3,20.26
SINICA,2019/10/23 21:05,121.6141667,25.0405,1013.25,22.576,80.2,1,0,19.88,20.67,20.3,20.67
SINICA,2019/10/23 21:10,121.6141667,25.0405,1013.25,22.568,80.2,1,0,19.87,20.66,20.3,20.66
SINICA,2019/10/23 21:15,121.6141667,25.0405,1013.25,22.544,80.26,1,0.1,19.86,20.63,20.3,20.24
SINICA,2019/10/23 21:20,121.6141667,25.0405,1013.25,22.542,80.24,1,0,19.85,20.63,20.3,20.63
SINICA,2019/10/23 21:25,121.6141667,25.0405,1013.25,22.51,80.44,1,0,19.85,20.6,20.3,20.6
SINICA,2019/10/23 21:30,121.6141667,25.0405,1013.25,22.512,80.38,1,0.1,19.84,20.6,20.3,20.21
SINICA,2019/10/23 21:35,121.6141667,25.0405,1013.25,22.632,79.8,1,0,19.89,20.72,20.3,20.72
SINICA,2019/10/23 21:40,121.6141667,25.0405,1013.25,22.66,79.34,1,0,19.86,20.74,20.3,20.74
SINICA,2019/10/23 21:45,121.6141667,25.0405,1013.25,22.574,79.64,1,0,19.81,20.65,20.3,20.65
SINICA,2019/10/23 21:50,121.6141667,25.0405,1013.25,22.54,80.02,1,0,19.83,20.62,20.3,20.62
SINICA,2019/10/23 21:55,121.6141667,25.0405,1013.25,22.534,80.4,1,0,19.86,20.63,20.3,20.63
SINICA,2019/10/23 22:00,121.6141667,25.0405,1013.25,22.428,81.1,1,0,19.84,20.53,20.2,20.53
SINICA,2019/10/23 22:05,121.6141667,25.0405,1013.25,22.38,81.92,1,0,19.89,20.5,20.3,20.5
SINICA,2019/10/23 22:10,121.6141667,25.0405,1013.25,22.422,82.1,1,0,19.95,20.55,20.3,20.55
SINICA,2019/10/23 22:15,121.6141667,25.0405,1013.25,22.37,82.12,1,0,19.9,20.49,20.3,20.49
SINICA,2019/10/23 22:20,121.6141667,25.0405,1013.25,22.412,82.16,1,0,19.97,20.54,20.3,20.54
SINICA,2019/10/23 22:25,121.6141667,25.0405,1013.25,22.408,82.22,1,0,19.97,20.54,20.3,20.54
SINICA,2019/10/23 22:30,121.6141667,25.0405,1013.25,22.278,82.5,1,0,19.87,20.4,20.2,20.4
SINICA,2019/10/23 22:35,121.6141667,25.0405,1013.25,22.126,83.06,1,0,19.78,20.24,20.1,20.24
SINICA,2019/10/23 22:40,121.6141667,25.0405,1013.25,21.98,83.46,1,0,19.68,20.09,20,20.09
SINICA,2019/10/23 22:45,121.6141667,25.0405,1013.25,21.898,83.98,1,0,19.66,20.01,20,20.01
SINICA,2019/10/23 22:50,121.6141667,25.0405,1013.25,21.89,84.34,1,0,19.69,20.01,20,20.01
SINICA,2019/10/23 22:55,121.6141667,25.0405,1013.25,21.816,84.74,1,0,19.66,19.94,19.9,19.94
SINICA,2019/10/23 23:00,121.6141667,25.0405,1013.25,21.782,85.14,1,0,19.67,19.91,19.9,19.91
SINICA,2019/10/23 23:05,121.6141667,25.0405,1013.25,21.766,85.42,1,0,19.69,19.9,19.9,19.9
SINICA,2019/10/23 23:10,121.6141667,25.0405,1013.25,21.698,85.78,1,0,19.66,19.84,19.9,19.84
SINICA,2019/10/23 23:15,121.6141667,25.0405,1013.25,21.572,86.2,1,0,19.59,19.71,19.8,19.71
SINICA,2019/10/23 23:20,121.6141667,25.0405,1013.25,21.572,86.68,1,0,19.64,19.72,19.8,19.72
SINICA,2019/10/23 23:25,121.6141667,25.0405,1013.25,21.666,87.04,1,0,19.78,19.83,20,19.83
SINICA,2019/10/23 23:30,121.6141667,25.0405,1013.25,21.784,87.2,1,0,19.92,19.97,20.1,19.97
SINICA,2019/10/23 23:35,121.6141667,25.0405,1013.25,21.852,87.22,1,0,19.99,20.05,20.2,20.05
SINICA,2019/10/23 23:40,121.6141667,25.0405,1013.25,21.952,87.08,1,0,20.08,20.16,20.3,20.16
SINICA,2019/10/23 23:45,121.6141667,25.0405,1013.25,22.066,86.92,1,0,20.17,20.28,20.4,20.28
SINICA,2019/10/23 23:50,121.6141667,25.0405,1013.25,22.08,86.72,1,0,20.17,20.29,20.4,20.29
SINICA,2019/10/23 23:55,121.6141667,25.0405,1013.25,21.956,86.64,1,0,20.03,20.15,20.2,20.15
SINICA,2019/10/24 00:00,121.6141667,25.0405,1013.25,21.852,86.76,1,0,19.94,20.04,20.2,20.04
SINICA,2019/10/24 00:05,121.6141667,25.0405,1013.25,21.866,86.88,1,0,19.97,20.06,20.2,20.06
SINICA,2019/10/24 00:10,121.6141667,25.0405,1013.25,21.908,86.96,1,0,20.02,20.11,20.2,20.11
SINICA,2019/10/24 00:15,121.6141667,25.0405,1013.25,21.978,87,1,0,20.09,20.19,20.3,20.19
SINICA,2019/10/24 00:20,121.6141667,25.0405,1013.25,22.068,87.04,1,0,20.19,20.29,20.4,20.29
SINICA,2019/10/24 00:25,121.6141667,25.0405,1013.25,22.218,86.98,1,0.1,20.33,20.46,20.5,20.1
SINICA,2019/10/24 00:30,121.6141667,25.0405,1013.25,22.24,86.66,1,0.1,20.32,20.47,20.5,20.11
SINICA,2019/10/24 00:35,121.6141667,25.0405,1013.25,22.2,86.66,1,0,20.28,20.43,20.5,20.43
SINICA,2019/10/24 00:40,121.6141667,25.0405,1013.25,22.266,86.48,1,0,20.33,20.5,20.6,20.5
SINICA,2019/10/24 00:45,121.6141667,25.0405,1013.25,22.262,86.32,1,0,20.31,20.49,20.5,20.49
SINICA,2019/10/24 00:50,121.6141667,25.0405,1013.25,22.276,86.28,1,0,20.32,20.5,20.6,20.5
SINICA,2019/10/24 00:55,121.6141667,25.0405,1013.25,22.302,86.16,1,0,20.33,20.53,20.6,20.53
SINICA,2019/10/24 01:00,121.6141667,25.0405,1013.25,22.182,86.22,1,0,20.21,20.39,20.4,20.39
SINICA,2019/10/24 01:05,121.6141667,25.0405,1013.25,22.134,86.38,1,0,20.18,20.34,20.4,20.34
SINICA,2019/10/24 01:10,121.6141667,25.0405,1013.25,22.238,86.3,1,0,20.28,20.46,20.5,20.46
SINICA,2019/10/24 01:15,121.6141667,25.0405,1013.25,22.308,85.96,1,0.1,20.31,20.53,20.6,20.17
SINICA,2019/10/24 01:20,121.6141667,25.0405,1013.25,22.25,85.66,1,0,20.21,20.46,20.5,20.46
SINICA,2019/10/24 01:25,121.6141667,25.0405,1013.25,22.162,85.7,1,0,20.12,20.36,20.4,20.36
SINICA,2019/10/24 01:30,121.6141667,25.0405,1013.25,22.146,85.8,1,0,20.13,20.34,20.4,20.34
SINICA,2019/10/24 01:35,121.6141667,25.0405,1013.25,22.11,85.8,1,0,20.09,20.3,20.3,20.3
SINICA,2019/10/24 01:40,121.6141667,25.0405,1013.25,22.114,85.86,1,0,20.1,20.31,20.3,20.31
SINICA,2019/10/24 01:45,121.6141667,25.0405,1013.25,22.074,85.8,1,0,20.06,20.26,20.3,20.26
SINICA,2019/10/24 01:50,121.6141667,25.0405,1013.25,21.87,86.16,1,0,19.89,20.04,20.1,20.04
SINICA,2019/10/24 01:55,121.6141667,25.0405,1013.25,21.778,86.56,1,0,19.84,19.95,20.1,19.95
SINICA,2019/10/24 02:00,121.6141667,25.0405,1013.25,21.754,86.9,1,0,19.85,19.93,20.1,19.93
SINICA,2019/10/24 02:05,121.6141667,25.0405,1013.25,21.724,87.04,1,0,19.84,19.9,20,19.9
SINICA,2019/10/24 02:10,121.6141667,25.0405,1013.25,21.558,87.36,1,0,19.7,19.72,19.9,19.72
SINICA,2019/10/24 02:15,121.6141667,25.0405,1013.25,21.458,87.8,1,0,19.65,19.62,19.8,19.62
SINICA,2019/10/24 02:20,121.6141667,25.0405,1013.25,21.368,88.1,1,0,19.6,19.53,19.8,19.53
SINICA,2019/10/24 02:25,121.6141667,25.0405,1013.25,21.312,88.38,1,0,19.58,19.47,19.7,19.47
SINICA,2019/10/24 02:30,121.6141667,25.0405,1013.25,21.222,88.72,1,0,19.52,19.38,19.7,19.38
SINICA,2019/10/24 02:35,121.6141667,25.0405,1013.25,21.142,89.1,1,0,19.48,19.3,19.6,19.3
SINICA,2019/10/24 02:40,121.6141667,25.0405,1013.25,21.054,89.64,1,0,19.45,19.21,19.6,19.21
SINICA,2019/10/24 02:45,121.6141667,25.0405,1013.25,21.056,89.98,1,0,19.49,19.23,19.6,19.23
SINICA,2019/10/24 02:50,121.6141667,25.0405,1013.25,21.102,90.06,1,0,19.54,19.28,19.6,19.28
SINICA,2019/10/24 02:55,121.6141667,25.0405,1013.25,21.072,90.16,1,0,19.52,19.25,19.6,19.25
SINICA,2019/10/24 03:00,121.6141667,25.0405,1013.25,21.014,90.28,1,0,19.49,19.19,19.6,19.19
SINICA,2019/10/24 03:05,121.6141667,25.0405,1013.25,20.998,90.38,1,0,19.48,19.17,19.6,19.17
SINICA,2019/10/24 03:10,121.6141667,25.0405,1013.25,20.94,90.36,1,0,19.42,19.1,19.5,19.1
SINICA,2019/10/24 03:15,121.6141667,25.0405,1013.25,20.89,90.5,1,0,19.38,19.05,19.5,19.05
SINICA,2019/10/24 03:20,121.6141667,25.0405,1013.25,20.898,90.6,1,0,19.39,19.06,19.5,19.06
SINICA,2019/10/24 03:25,121.6141667,25.0405,1013.25,20.834,90.84,1,0,19.36,19,19.4,19
SINICA,2019/10/24 03:30,121.6141667,25.0405,1013.25,20.676,91.06,1,0,19.22,18.83,19.3,18.83
SINICA,2019/10/24 03:35,121.6141667,25.0405,1013.25,20.588,91.22,1,0,19.15,18.73,19.2,18.73
SINICA,2019/10/24 03:40,121.6141667,25.0405,1013.25,20.596,91.36,1,0,19.15,18.74,19.2,18.74
SINICA,2019/10/24 03:45,121.6141667,25.0405,1013.25,20.556,91.4,1,0,19.1,18.7,19.2,18.7
SINICA,2019/10/24 03:50,121.6141667,25.0405,1013.25,20.51,91.48,1,0,19.04,18.65,19.1,18.65
SINICA,2019/10/24 03:55,121.6141667,25.0405,1013.25,20.502,91.56,1,0,19.04,18.64,19.1,18.64
SINICA,2019/10/24 04:00,121.6141667,25.0405,1013.25,20.468,91.7,1,0,19.02,18.61,19.1,18.61
SINICA,2019/10/24 04:05,121.6141667,25.0405,1013.25,20.422,91.78,1,0,18.97,18.56,19,18.56
SINICA,2019/10/24 04:10,121.6141667,25.0405,1013.25,20.368,91.86,1,0,18.93,18.5,19,18.5
SINICA,2019/10/24 04:15,121.6141667,25.0405,1013.25,20.32,91.94,1,0,18.89,18.45,18.9,18.45
SINICA,2019/10/24 04:20,121.6141667,25.0405,1013.25,20.284,92,1,0,18.85,18.41,18.9,18.41
SINICA,2019/10/24 04:25,121.6141667,25.0405,1013.25,20.274,91.92,1,0,18.84,18.4,18.9,18.4
SINICA,2019/10/24 04:30,121.6141667,25.0405,1013.25,20.322,91.84,1,0,18.88,18.45,18.9,18.45
SINICA,2019/10/24 04:35,121.6141667,25.0405,1013.25,20.266,91.76,1,0,18.82,18.38,18.9,18.38
SINICA,2019/10/24 04:40,121.6141667,25.0405,1013.25,20.214,91.74,1,0,18.76,18.32,18.8,18.32
SINICA,2019/10/24 04:45,121.6141667,25.0405,1013.25,20.242,91.82,1,0,18.79,18.36,18.8,18.36
SINICA,2019/10/24 04:50,121.6141667,25.0405,1013.25,20.166,91.82,1,0,18.71,18.27,18.8,18.27
SINICA,2019/10/24 04:55,121.6141667,25.0405,1013.25,20.076,91.9,1,0,18.64,18.17,18.7,18.17
SINICA,2019/10/24 05:00,121.6141667,25.0405,1013.25,20.064,91.9,1,0,18.62,18.16,18.7,18.16
SINICA,2019/10/24 05:05,121.6141667,25.0405,1013.25,20.06,91.9,1,0,18.62,18.15,18.7,18.15
SINICA,2019/10/24 05:10,121.6141667,25.0405,1013.25,20.104,91.9,1,0,18.67,18.2,18.7,18.2
SINICA,2019/10/24 05:15,121.6141667,25.0405,1013.25,20.218,91.78,1,0,18.77,18.33,18.8,18.33
SINICA,2019/10/24 05:20,121.6141667,25.0405,1013.25,20.098,91.78,1,0,18.64,18.19,18.7,18.19
SINICA,2019/10/24 05:25,121.6141667,25.0405,1013.25,19.992,91.9,1,0,18.55,18.08,18.6,18.08
SINICA,2019/10/24 05:30,121.6141667,25.0405,1013.25,19.986,91.9,1,0,18.54,18.07,18.6,18.07
SINICA,2019/10/24 05:35,121.6141667,25.0405,1013.25,20.01,91.9,1,0,18.57,18.1,18.6,18.1
SINICA,2019/10/24 05:40,121.6141667,25.0405,1013.25,20.058,91.9,1,0,18.62,18.15,18.7,18.15
SINICA,2019/10/24 05:45,121.6141667,25.0405,1013.25,20.068,91.86,1,0,18.61,18.16,18.7,18.16
SINICA,2019/10/24 05:50,121.6141667,25.0405,1013.25,20.138,91.74,1,0,18.68,18.24,18.7,18.24
SINICA,2019/10/24 05:55,121.6141667,25.0405,1013.25,20.142,91.68,1.8,0,18.69,18.27,18.8,18.27
SINICA,2019/10/24 06:00,121.6141667,25.0405,1013.25,20.146,91.62,3,0,18.71,18.32,18.8,18.32
SINICA,2019/10/24 06:05,121.6141667,25.0405,1013.25,20.178,91.58,7.6,0,18.85,18.53,18.9,18.53
SINICA,2019/10/24 06:10,121.6141667,25.0405,1013.25,20.23,91.52,12.6,0,18.98,18.78,19.1,18.78
SINICA,2019/10/24 06:15,121.6141667,25.0405,1013.25,20.374,91.38,15.4,0,19.15,19.05,19.3,19.05
SINICA,2019/10/24 06:20,121.6141667,25.0405,1013.25,20.474,91.12,23.6,0,19.35,19.47,19.5,19.47
SINICA,2019/10/24 06:25,121.6141667,25.0405,1013.25,20.502,90.8,23.4,0,19.34,19.48,19.5,19.48
SINICA,2019/10/24 06:30,121.6141667,25.0405,1013.25,20.46,90.74,34.4,0,19.44,19.86,19.6,19.86
SINICA,2019/10/24 06:35,121.6141667,25.0405,1013.25,20.654,90.7,65,0,20.07,21.3,20.4,21.3
SINICA,2019/10/24 06:40,121.6141667,25.0405,1013.25,21.248,90.48,90.4,0,20.99,22.91,21.4,22.91
SINICA,2019/10/24 06:45,121.6141667,25.0405,1013.25,21.452,89.86,75.2,0,20.92,22.55,21.3,22.55
SINICA,2019/10/24 06:50,121.6141667,25.0405,1013.25,21.606,89.28,97.2,0,21.29,23.53,21.8,23.53
SINICA,2019/10/24 06:55,121.6141667,25.0405,1013.25,21.596,88.84,75.4,0,20.95,22.69,21.4,22.69
SINICA,2019/10/24 07:00,121.6141667,25.0405,1013.25,21.842,88.3,60.2,0,20.92,22.37,21.3,22.37
SINICA,2019/10/24 07:05,121.6141667,25.0405,1013.25,21.874,87.7,52.8,0,20.79,22.11,21.2,22.11
SINICA,2019/10/24 07:10,121.6141667,25.0405,1013.25,21.792,87.5,43.6,0,20.55,21.62,20.9,21.62
SINICA,2019/10/24 07:15,121.6141667,25.0405,1013.25,21.918,87.34,55,0,20.82,22.23,21.2,22.23
SINICA,2019/10/24 07:20,121.6141667,25.0405,1013.25,22.026,87.24,93,0,21.42,23.79,22,23.79
SINICA,2019/10/24 07:25,121.6141667,25.0405,1013.25,22.366,87.08,117.6,0,22.06,25.08,22.7,25.08
SINICA,2019/10/24 07:30,121.6141667,25.0405,1013.25,22.856,86.62,127,0,22.6,25.96,23.3,25.96
SINICA,2019/10/24 07:35,121.6141667,25.0405,1013.25,23.392,85.6,183.8,0,23.7,28.63,24.7,28.63
SINICA,2019/10/24 07:40,121.6141667,25.0405,1013.25,23.998,83.1,149,0,23.55,27.94,24.5,27.94
SINICA,2019/10/24 07:45,121.6141667,25.0405,1013.25,23.704,80.28,140.8,0,22.85,27.23,23.8,27.23
SINICA,2019/10/24 07:50,121.6141667,25.0405,1013.25,23.7,78.8,189.2,0.2,22.59,28.21,23.8,29.38
SINICA,2019/10/24 07:55,121.6141667,25.0405,1013.25,24.618,77.52,183.6,0,23.89,29.73,25.1,29.73
SINICA,2019/10/24 08:00,121.6141667,25.0405,1013.25,24.964,75.24,241,0,24.61,32.13,26.1,32.13
